livrooms_count,district,year,level,house_levels,const_tech,area,liv_area,kitchen_area,price
1,Автозаводский,1969.0,4,5,кирпич,40.0,21.5,9.3,4850000
3,Советский,1958.0,2,2,кирпич,53.0,32.0,9.1,6350000
2,Нижегородский,,1,3,кирпич,55.4,26.7,14.4,19500000
2,Советский,2026.0,6,9,кирпич,61.1,24.4,23.1,18425701
1,Московский,1962.0,3,5,кирпич,29.0,18.0,5.0,3280000
2,Ленинский,1981.0,1,9,панель,45.0,26.0,7.0,5950000
4,Нижегородский,2002.0,4,6,кирпич,123.7,67.0,19.0,38990000
1,Нижегородский,1993.0,4,5,панель,32.3,17.0,7.3,5899000
2,Сормовский,1972.0,4,5,панель,51.0,34.7,6.0,4700000
1,Автозаводский,1965.0,1,1,кирпич,44.8,22.7,7.8,3800000
2,Сормовский,1997.0,8,10,панель,60.1,30.7,10.7,7500000
3,Советский,2022.0,4,11,блок+утеплитель,99.2,46.6,12.7,13500000
1,Ленинский,1970.0,3,5,панель,30.4,19.0,5.5,4900000
3,Нижегородский,2012.0,3,10,кирпич,84.6,60.0,12.0,18590000
2,Ленинский,2011.0,1,10,блок+утеплитель,64.0,35.4,14.3,10200000
2,Советский,2009.0,12,16,кирпич,79.1,37.8,13.0,20000000
2,Нижегородский,2000.0,6,10,кирпич,96.4,54.0,17.0,13050000
1,Канавинский,2009.0,10,19,блок+утеплитель,42.2,20.8,12.3,7500000
2,Автозаводский,1965.0,5,5,панель,44.9,30.8,5.6,4900000
3,Московский,1974.0,1,9,панель,61.3,44.2,7.1,7200000
1,Канавинский,1971.0,1,5,кирпич,30.0,16.9,6.7,3700000
0,Автозаводский,1970.0,3,5,кирпич,19.9,14.0,1.0,1900000
2,Ленинский,1937.0,1,4,кирпич,47.8,35.0,6.0,4500000
0,Автозаводский,1970.0,5,5,кирпич,18.2,12.0,1.0,2900000
1,Канавинский,2005.0,6,10,блок+утеплитель,37.0,14.8,8.8,4700000
1,Канавинский,1989.0,3,6,кирпич,36.3,20.1,8.0,4250000
1,Ленинский,2018.0,10,23,блок+утеплитель,36.0,15.9,7.8,8150000
4,Нижегородский,2010.0,5,8,кирпич,150.1,85.3,13.2,57900000
1,Сормовский,2005.0,8,10,панель,37.4,18.1,6.4,6400000
3,Нижегородский,2005.0,7,9,панель,69.9,42.7,8.2,12200000
3,Автозаводский,1967.0,1,5,панель,56.4,37.7,6.0,5400000
1,Автозаводский,1949.0,2,2,шлакоблок,31.1,18.8,6.8,3450000
3,Ленинский,1970.0,6,9,панель,52.3,35.2,7.0,6600000
2,Приокский,1976.0,7,12,кирпич,49.1,28.7,6.3,8600000
2,Автозаводский,1979.0,2,9,панель,42.8,27.1,7.0,6398000
1,Советский,2014.0,10,18,блок+утеплитель,41.5,16.4,11.3,9500000
2,Автозаводский,1964.0,1,5,панель,45.0,31.0,5.4,5500000
2,Канавинский,1966.0,1,5,кирпич,46.0,26.0,7.0,4900000
2,Автозаводский,1990.0,10,12,панель,51.0,28.0,6.3,6500000
2,Нижегородский,2019.0,16,17,блок+утеплитель,71.4,30.0,20.0,15800000
3,Канавинский,1966.0,1,5,кирпич,43.4,28.1,5.9,5300000
1,Московский,1980.0,5,9,панель,21.9,12.4,4.8,3700000
3,Автозаводский,1968.0,4,5,кирпич,62.8,46.6,6.5,6300000
1,Автозаводский,1958.0,1,2,шлакоблок,26.0,18.0,5.0,3480000
3,Советский,1958.0,1,2,кирпич,37.0,27.0,5.5,4270000
3,Нижегородский,1998.0,3,4,кирпич,107.6,58.7,17.2,27000000
3,Канавинский,1978.0,4,9,панель,66.6,48.3,8.9,8600000
1,Ленинский,1980.0,1,9,панель,33.0,16.0,10.0,5900000
7,Нижегородский,2001.0,6,7,кирпич,295.0,250.0,30.0,59925000
2,Автозаводский,1974.0,2,9,кирпич,42.5,25.0,7.8,5800000
3,Автозаводский,1972.0,4,9,панель,58.0,39.5,7.5,8500000
2,Нижегородский,,1,2,кирпич,53.1,27.5,8.3,4900000
3,Автозаводский,1999.0,1,10,панель,73.0,43.0,9.0,6950000
1,Приокский,1976.0,3,9,кирпич,31.6,18.1,6.4,6800000
3,Советский,2018.0,15,25,блок+утеплитель,86.0,38.9,26.6,19500000
1,Московский,1962.0,2,4,кирпич,40.0,30.0,5.5,5100000
3,Канавинский,1990.0,6,9,панель,64.4,44.0,7.2,8000000
3,Автозаводский,1974.0,5,9,панель,58.4,40.3,7.0,6800000
1,Ленинский,1969.0,2,5,панель,34.3,19.0,5.7,4700000
3,Нижегородский,1998.0,7,10,кирпич,69.0,39.5,8.5,13500000
3,Приокский,1975.0,5,12,кирпич,76.0,52.1,20.0,12399000
1,Нижегородский,1973.0,6,9,панель,33.0,17.4,6.0,7900000
0,Советский,1958.0,1,3,кирпич,13.4,7.0,1.0,2500000
1,Ленинский,1959.0,1,2,шлакоблок,32.5,20.6,6.0,3000000
2,Московский,1959.0,5,5,кирпич,38.9,25.0,6.0,8990000
1,Автозаводский,1962.0,1,5,кирпич,30.7,18.7,5.7,4350000
2,Нижегородский,1966.0,7,7,кирпич,43.0,29.8,5.0,8970000
2,Автозаводский,1977.0,5,5,панель,37.8,22.5,5.7,4300000
3,Советский,2008.0,7,18,блок+утеплитель,87.5,51.0,13.1,17800000
2,Ленинский,1962.0,5,5,кирпич,42.0,25.5,6.5,4500000
2,Московский,1956.0,5,5,кирпич,58.1,30.2,10.1,5500000
2,Советский,1959.0,1,2,кирпич,36.0,25.0,5.0,4400000
3,Приокский,2018.0,10,19,блок+утеплитель,65.5,40.0,9.3,12100000
2,Ленинский,2006.0,8,10,кирпич,53.0,27.8,10.2,9490000
4,Нижегородский,1973.0,11,12,кирпич,74.0,59.0,12.0,14400000
2,Приокский,1958.0,1,2,кирпич,36.2,26.8,4.2,5500000
3,Канавинский,1982.0,4,9,панель,67.2,38.5,9.3,8500000
3,Канавинский,2008.0,5,12,кирпич,100.0,50.5,15.5,18000000
2,Нижегородский,2018.0,10,19,блок+утеплитель,74.0,36.5,33.6,29990000
3,Сормовский,2009.0,9,17,кирпич,66.2,34.6,10.7,14600000
1,Приокский,1986.0,4,9,панель,33.1,17.2,8.1,6700000
1,Автозаводский,1988.0,3,9,кирпич,35.5,18.2,9.3,4600000
1,Канавинский,2024.0,4,22,кирпич,43.2,13.1,23.1,10435000
1,Приокский,2013.0,1,10,панель,42.5,18.06,9.5,6700000
1,Сормовский,1985.0,6,9,кирпич,33.5,17.0,8.0,3500000
1,Канавинский,2024.0,7,22,кирпич,38.3,20.3,10.1,9885000
3,Ленинский,1976.0,5,5,панель,63.8,46.8,6.0,8500000
1,Автозаводский,1962.0,2,5,кирпич,31.2,18.7,5.9,4200000
2,Автозаводский,1969.0,4,5,панель,44.2,30.5,5.5,4700000
3,Московский,1958.0,2,5,кирпич,77.2,48.1,9.0,10400000
4,Канавинский,1995.0,6,9,кирпич,70.0,49.0,7.4,6700000
3,Московский,1959.0,2,5,кирпич,67.0,40.8,6.5,5990000
2,Канавинский,1959.0,2,3,кирпич,47.2,26.7,7.9,4950000
1,Автозаводский,1983.0,3,9,кирпич,29.0,18.0,5.0,3500000
2,Советский,1971.0,4,5,кирпич,45.6,30.3,6.0,5470000
1,Автозаводский,1973.0,9,9,кирпич,33.2,16.7,5.8,5300000
3,Приокский,2015.0,15,17,блок+утеплитель,78.6,44.1,15.7,16000000
3,Московский,1984.0,2,9,кирпич,60.8,40.5,7.9,7400000
1,Нижегородский,2016.0,13,18,блок+утеплитель,54.1,18.0,25.0,23000000
2,Московский,2018.0,12,17,панель,56.55,35.4,8.4,9900000
2,Автозаводский,1948.0,1,2,шлакоблок,49.0,28.3,14.0,3900000
2,Ленинский,1940.0,2,3,кирпич,55.8,37.2,6.9,5800000
3,Московский,1933.0,3,4,кирпич,78.6,52.8,9.4,7790000
3,Московский,1938.0,2,5,кирпич,74.5,47.5,10.6,9500000
2,Нижегородский,2022.0,5,11,кирпич,60.8,29.2,17.2,16000000
1,Ленинский,1961.0,5,5,кирпич,30.0,17.4,5.5,4500000
2,Ленинский,1962.0,1,4,кирпич,44.0,31.0,6.0,4900000
2,Московский,2023.0,13,17,блок+утеплитель,66.0,40.0,18.0,14500000
1,Приокский,2013.0,10,17,блок+утеплитель,41.2,16.3,10.0,7100000
1,Московский,1989.0,7,9,кирпич,37.3,17.8,9.1,4400000
2,Ленинский,1976.0,8,9,кирпич,45.1,27.3,6.3,5650000
2,Ленинский,1987.0,2,9,кирпич,35.9,27.7,4.0,3199000
2,Сормовский,1976.0,9,9,панель,48.9,28.0,7.0,5700000
1,Ленинский,2018.0,14,14,блок+утеплитель,41.9,16.0,12.0,8700000
1,Канавинский,1976.0,2,10,кирпич,26.3,11.6,7.1,4100000
2,Нижегородский,2023.0,8,8,блок+утеплитель,60.0,24.3,11.7,21300000
3,Московский,1976.0,7,9,панель,57.6,38.6,8.9,6250000
2,Приокский,2019.0,2,19,блок+утеплитель,55.61,25.9,16.6,10300000
1,Советский,2014.0,17,17,панель,43.0,17.6,12.0,7850000
1,Советский,1993.0,4,6,кирпич,31.1,17.3,6.7,6250000
1,Приокский,1987.0,5,10,кирпич,34.0,19.0,6.0,6700000
2,Ленинский,1964.0,1,4,кирпич,36.7,27.5,4.6,3700000
2,Канавинский,1993.0,3,12,панель,58.2,31.1,9.1,10500000
4,Нижегородский,1998.0,2,4,кирпич,150.0,100.0,45.0,39000000
1,Автозаводский,2020.0,3,10,панель,35.2,18.2,7.2,5250000
3,Автозаводский,2010.0,17,19,блок+утеплитель,92.0,42.0,16.5,16000000
3,Московский,2019.0,9,10,панель,50.0,31.7,8.4,9199999
3,Нижегородский,2024.0,4,6,блок+утеплитель,87.2,46.5,11.5,27904000
1,Нижегородский,2024.0,2,6,блок+утеплитель,50.52,16.22,12.95,16166400
2,Нижегородский,2024.0,5,6,блок+утеплитель,64.3,31.2,15.8,20576000
0,Автозаводский,2018.0,8,10,панель,17.2,12.3,1.0,3950000
2,Нижегородский,2024.0,1,6,блок+утеплитель,67.9,39.3,14.4,21728000
3,Автозаводский,1981.0,8,9,панель,62.8,42.3,5.9,6200000
3,Канавинский,1983.0,8,9,панель,78.0,42.0,9.4,10000000
3,Нижегородский,1977.0,2,9,панель,64.0,50.0,8.0,9300000
0,Сормовский,2022.0,1,10,панель,18.0,13.0,1.0,3400000
2,Советский,1964.0,5,5,кирпич,44.2,28.9,5.6,6350000
2,Нижегородский,2019.0,4,7,кирпич,61.8,40.0,20.0,17900000
1,Нижегородский,2023.0,11,17,кирпич,53.0,40.0,10.0,16050000
3,Канавинский,2017.0,8,18,блок+утеплитель,84.5,44.55,12.52,15790000
0,Автозаводский,1971.0,1,5,кирпич,14.2,11.0,1.0,1850000
2,Советский,2018.0,2,10,блок+утеплитель,53.2,25.3,14.5,8700000
2,Сормовский,2012.0,8,10,блок+утеплитель,42.5,26.3,6.8,7000000
3,Советский,2003.0,6,9,кирпич,110.0,55.0,45.0,26000000
2,Советский,1960.0,5,5,кирпич,43.2,32.0,6.0,6900000
2,Нижегородский,1917.0,3,3,кирпич,51.6,29.3,8.3,8300000
2,Советский,1964.0,4,5,кирпич,42.0,28.0,6.0,7500000
3,Автозаводский,1980.0,1,9,панель,62.9,43.3,6.0,6500000
2,Новинский,,2,2,кирпич,41.4,25.7,6.2,4900000
2,Автозаводский,2009.0,11,17,блок+утеплитель,75.0,38.8,17.5,12990000
1,Советский,1982.0,2,5,кирпич,30.0,18.0,5.5,5399000
1,Московский,1960.0,1,5,кирпич,31.3,17.0,6.0,4300000
2,Советский,2018.0,9,10,блок+утеплитель,65.4,27.5,12.2,18499000
2,Московский,1963.0,4,5,кирпич,43.9,28.2,6.1,4499777
3,Канавинский,1993.0,4,5,панель,52.6,36.7,7.0,6100000
2,Нижегородский,1964.0,1,5,кирпич,44.6,32.1,6.2,6700000
1,Автозаводский,1983.0,2,9,кирпич,29.0,17.0,5.5,4099000
4,Приокский,1972.0,2,5,кирпич,60.0,44.1,4.2,8300000
0,Советский,1958.0,1,2,кирпич,20.0,17.0,1.0,2100000
2,Нижегородский,1968.0,1,5,кирпич,44.9,31.1,5.8,8590000
2,Ленинский,1962.0,1,5,панель,42.5,28.0,5.5,5350000
0,Московский,1931.0,3,3,кирпич,15.7,12.7,1.0,2330000
2,Нижегородский,1973.0,4,6,кирпич,45.2,31.6,5.6,7350000
1,Автозаводский,2018.0,7,10,панель,38.3,16.5,12.5,5550000
0,Новинский,2015.0,2,3,блок+утеплитель,21.0,15.0,1.0,3800000
3,Канавинский,1999.0,2,9,кирпич,58.4,36.4,7.5,6800000
2,Приокский,1964.0,3,5,кирпич,43.1,31.1,6.0,6400000
2,Автозаводский,1958.0,1,2,шлакоблок,39.4,26.1,4.6,3500000
3,Автозаводский,1967.0,3,5,панель,59.0,45.6,5.6,5500000
3,Канавинский,1970.0,2,5,кирпич,63.3,48.4,6.0,6300000
3,Нижегородский,2009.0,9,10,кирпич,85.0,49.0,12.0,14500000
4,Приокский,1968.0,5,5,кирпич,63.0,45.0,6.0,7800000
1,Автозаводский,1964.0,4,5,кирпич,29.6,17.6,5.7,3650000
3,Канавинский,1987.0,1,6,панель,83.8,31.3,12.0,16000000
1,Нижегородский,1973.0,6,6,кирпич,30.8,16.6,6.4,6000000
3,Советский,2024.0,18,25,блок+утеплитель,65.1,35.5,15.6,12000000
3,Автозаводский,1956.0,5,5,кирпич,93.9,59.5,8.6,10800000
0,Автозаводский,1973.0,1,5,кирпич,18.0,14.0,1.0,2500000
1,Нижегородский,2024.0,10,25,блок+утеплитель,40.0,18.0,10.0,7700000
4,Автозаводский,1958.0,5,5,кирпич,95.1,67.0,11.3,15500000
3,Канавинский,1959.0,2,3,кирпич,65.0,28.0,14.0,10790000
0,Сормовский,2022.0,3,10,панель,20.0,15.0,1.0,4500000
1,Ленинский,1972.0,5,6,кирпич,28.5,17.0,5.0,3650000
1,Приокский,1978.0,9,9,кирпич,21.1,11.4,4.5,3220000
2,Канавинский,1994.0,11,12,панель,62.0,32.0,10.0,9200000
2,Сормовский,1933.0,2,3,кирпич,54.3,37.9,7.0,3799000
2,Советский,1961.0,3,3,кирпич,34.7,24.8,3.8,3650000
2,Сормовский,1969.0,5,5,панель,45.0,32.8,5.7,4700000
2,Ленинский,2019.0,20,20,блок+утеплитель,54.0,30.0,12.0,10300000
2,Автозаводский,1975.0,5,5,панель,38.5,24.0,6.0,4500000
0,Советский,1958.0,2,2,кирпич,20.0,12.0,1.0,2450000
1,Канавинский,1989.0,13,14,кирпич,39.0,19.6,6.6,4670000
1,Московский,1971.0,1,9,кирпич,29.9,18.1,5.4,3990000
2,Советский,1967.0,5,5,панель,46.0,30.4,6.0,6490000
2,Советский,2023.0,7,10,блок+утеплитель,70.3,34.0,17.7,9800000
2,Приокский,2023.0,5,19,блок+утеплитель,68.2,28.0,17.3,11000000
2,Московский,1970.0,4,5,панель,41.9,24.9,5.6,5200000
3,Советский,2023.0,12,19,панель,75.0,40.0,14.3,19300000
2,Нижегородский,1974.0,7,9,панель,41.4,25.8,6.0,6600000
2,Канавинский,1967.0,3,5,кирпич,45.6,25.0,6.0,5200000
3,Ленинский,1964.0,5,5,кирпич,57.1,43.7,5.3,5995000
2,Ленинский,1961.0,2,2,кирпич,43.0,29.0,6.1,4680000
3,Нижегородский,1934.0,4,4,кирпич,60.0,44.0,6.6,15000000
2,Автозаводский,1965.0,1,5,панель,45.0,30.8,6.0,4899000
3,Нижегородский,1954.0,4,4,кирпич,76.2,45.7,7.8,18000000
1,Нижегородский,2021.0,2,21,кирпич,41.9,17.0,10.5,9650000
4,Ленинский,2008.0,4,10,кирпич,81.0,50.0,14.0,14750000
3,Автозаводский,1955.0,4,4,кирпич,74.1,47.7,7.3,7100000
1,Ленинский,2024.0,11,14,панель,43.0,13.0,15.0,9800000
2,Сормовский,2015.0,8,10,блок+утеплитель,50.9,32.1,8.0,7450000
3,Московский,1973.0,7,9,кирпич,63.0,50.0,7.0,9800000
2,Советский,2024.0,5,18,блок+утеплитель,62.8,28.2,15.4,11900000
2,Московский,1959.0,1,5,кирпич,54.7,31.7,8.2,5350000
2,Нижегородский,1976.0,6,9,панель,43.8,27.6,8.0,8100000
0,Ленинский,2017.0,3,24,блок+утеплитель,30.3,20.0,1.0,6700000
2,Советский,1966.0,5,5,кирпич,42.8,28.0,5.8,5850000
3,Автозаводский,1980.0,4,9,кирпич,62.6,38.4,9.0,6300000
3,Автозаводский,1984.0,7,9,кирпич,61.1,38.2,7.0,6100000
