Дата,Кол-во комнат,Адрес,Год постройки,Этаж,Площадь (кв.м),Цена,Unnamed: 7
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"2 / 24 эт., блок+утеплитель","47,6 / 17,3 / 20,8",10 490 000 руб.220 378 руб./м²от 124 552 руб./мес.,
,,,,,,,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"11 / 24 эт., блок+утеплитель","49,5 / 22,2 / 12,1",10 690 000 руб.215 960 руб./м²от 126 926 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"12 / 24 эт., блок+утеплитель","74,9 / 34,5 / 20,2",16 990 000 руб.226 836 руб./м²от 201 729 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"19 / 24 эт., блок+утеплитель","37,2 / 11,6 / 13,7",11 190 000 руб.300 806 руб./м²от 132 863 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"7 / 24 эт., блок+утеплитель","41,1 / 14,4 / 12,4",10 390 000 руб.252 798 руб./м²от 123 364 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"12 / 24 эт., блок+утеплитель","44,5 / 11,1 / 16",10 990 000 руб.246 966 руб./м²от 130 488 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"18 / 24 эт., блок+утеплитель","38,1 / 10,6 / 14,9",10 790 000 руб.283 202 руб./м²от 128 114 руб./мес.,
7.04,3-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"21 / 24 эт., блок+утеплитель","112,7 / 46,4 / 33",25 990 000 руб.230 612 руб./м²от 308 589 руб./мес.,
,,,,,,,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"12 / 24 эт., блок+утеплитель","37,8 / 15,4 / 10,8",9 790 000 руб.258 995 руб./м²от 116 240 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"9 / 24 эт., блок+утеплитель","46,1 / 17,3 / 17,4",10 490 000 руб.227 549 руб./м²от 124 552 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"16 / 24 эт., блок+утеплитель","39,8 / 10,5 / 12,8",11 390 000 руб.286 181 руб./м²от 135 238 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"14 / 24 эт., блок+утеплитель","61,8 / 26,8 / 14,6",15 690 000 руб.253 883 руб./м²от 186 293 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"24 / 24 эт., блок+утеплитель","46,1 / 17,3 / 17,4",11 990 000 руб.260 087 руб./м²от 142 362 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"4 / 24 эт., блок+утеплитель","62,6 / 30,6 / 14,6",13 790 000 руб.220 288 руб./м²от 163 734 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"10 / 24 эт., блок+утеплитель","46,1 / 17,3 / 17,4",10 590 000 руб.229 718 руб./м²от 125 739 руб./мес.,
,,,,,,,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"2 / 24 эт., блок+утеплитель","78,1 / 36,2 / 24,9",17 190 000 руб.220 102 руб./м²от 204 103 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"12 / 24 эт., блок+утеплитель","46,1 / 17,3 / 17,4",10 790 000 руб.234 056 руб./м²от 128 114 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"7 / 24 эт., блок+утеплитель","41 / 15,6 / 13,8",10 390 000 руб.253 415 руб./м²от 123 364 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"21 / 24 эт., блок+утеплитель","46,1 / 17,3 / 17,4",11 690 000 руб.253 579 руб./м²от 138 800 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"19 / 24 эт., блок+утеплитель","38,1 / 10,6 / 14,9",10 890 000 руб.285 827 руб./м²от 129 301 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"6 / 24 эт., блок+утеплитель","41,1 / 14,4 / 12,4",10 290 000 руб.250 365 руб./м²от 122 177 руб./мес.,
7.04,3-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"10 / 24 эт., блок+утеплитель","91,5 / 45,4 / 19,6",23 390 000 руб.255 628 руб./м²от 277 718 руб./мес.,
,,,,,,,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"5 / 24 эт., блок+утеплитель","74,6 / 35,1 / 23,8",17 490 000 руб.234 450 руб./м²от 207 665 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"5 / 24 эт., блок+утеплитель","66,3 / 30,1 / 15,2",14 690 000 руб.221 569 руб./м²от 174 420 руб./мес.,
7.04,Квартира-студия,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"11 / 24 эт., блок+утеплитель","19,6 / 9,1",7 890 000 руб.402 551 руб./м²от 93 681 руб./мес.,
7.04,Квартира-студия,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"15 / 24 эт., блок+утеплитель","19,6 / 9,1",8 290 000 руб.422 959 руб./м²от 98 430 руб./мес.,
7.04,Квартира-студия,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"17 / 24 эт., блок+утеплитель","19,6 / 9,1",8 490 000 руб.433 163 руб./м²от 100 805 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"15 / 24 эт., блок+утеплитель","71,4 / 33,4 / 19,1",18 190 000 руб.254 762 руб./м²от 215 977 руб./мес.,
7.04,3-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"12 / 24 эт., блок+утеплитель","91,5 / 45,4 / 19,6",24 490 000 руб.267 650 руб./м²от 290 779 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"11 / 24 эт., блок+утеплитель","65,6 / 26,8 / 15,2",15 290 000 руб.233 079 руб./м²от 181 544 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"8 / 24 эт., блок+утеплитель","38,8 / 14,3 / 12,6",10 390 000 руб.267 784 руб./м²от 123 364 руб./мес.,
,,,,,,,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"13 / 24 эт., блок+утеплитель","36,1 / 13,5 / 11,2",9 790 000 руб.271 191 руб./м²от 116 240 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"18 / 24 эт., блок+утеплитель","37,2 / 11,6 / 13,7",11 090 000 руб.298 118 руб./м²от 131 676 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"13 / 24 эт., блок+утеплитель","65,6 / 26,8 / 15,2",15 490 000 руб.236 128 руб./м²от 183 919 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"5 / 24 эт., блок+утеплитель","43,3 / 15,2 / 16,6",10 190 000 руб.235 335 руб./м²от 120 990 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"18 / 24 эт., блок+утеплитель","46,1 / 17,3 / 17,4",11 390 000 руб.247 072 руб./м²от 135 238 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"8 / 24 эт., блок+утеплитель","36,1 / 13,5 / 11,2",9 290 000 руб.257 341 руб./м²от 110 304 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"9 / 24 эт., блок+утеплитель","37 / 13,8 / 11,3",9 890 000 руб.267 297 руб./м²от 117 428 руб./мес.,
,,,,,,,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"15 / 24 эт., блок+утеплитель","37,8 / 15,4 / 10,8",10 090 000 руб.266 931 руб./м²от 119 802 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"14 / 24 эт., блок+утеплитель","37 / 13,8 / 11,3",10 790 000 руб.291 622 руб./м²от 128 114 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"5 / 24 эт., блок+утеплитель","59,2 / 33,4 / 13,3",15 190 000 руб.256 588 руб./м²от 180 357 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"16 / 24 эт., блок+утеплитель","71,4 / 33,4 / 19,1",18 590 000 руб.260 364 руб./м²от 220 726 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"4 / 24 эт., блок+утеплитель","43,3 / 15,2 / 16,6",10 090 000 руб.233 025 руб./м²от 119 802 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"7 / 24 эт., блок+утеплитель","65,6 / 26,8 / 15,2",14 490 000 руб.220 884 руб./м²от 172 045 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"10 / 24 эт., блок+утеплитель","49,5 / 22,2 / 12,1",10 990 000 руб.222 020 руб./м²от 130 488 руб./мес.,
,,,,,,,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"17 / 24 эт., блок+утеплитель","61,8 / 26,8 / 14,6",15 990 000 руб.258 738 руб./м²от 189 855 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"9 / 24 эт., блок+утеплитель","65,6 / 26,8 / 15,2",14 590 000 руб.222 409 руб./м²от 173 233 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"16 / 24 эт., блок+утеплитель","36 / 11,8 / 11,7",9 590 000 руб.266 389 руб./м²от 113 866 руб./мес.,
7.04,3-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"3 / 24 эт., блок+утеплитель","95,4 / 52,2 / 20,7",21 590 000 руб.226 310 руб./м²от 256 346 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"13 / 24 эт., блок+утеплитель","74,9 / 34,5 / 20,2",17 090 000 руб.228 171 руб./м²от 202 916 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"7 / 24 эт., блок+утеплитель","68,3 / 29,2 / 17,7",17 190 000 руб.251 684 руб./м²от 204 103 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"16 / 24 эт., блок+утеплитель","74,9 / 34,5 / 20,2",17 390 000 руб.232 176 руб./м²от 206 478 руб./мес.,
,,,,,,,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"16 / 24 эт., блок+утеплитель","61,8 / 26,8 / 14,6",15 890 000 руб.257 120 руб./м²от 188 668 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"7 / 24 эт., блок+утеплитель","37,8 / 15,4 / 10,8",10 990 000 руб.290 741 руб./м²от 130 488 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"13 / 24 эт., блок+утеплитель","74,9 / 34,5 / 20,2",17 090 000 руб.228 171 руб./м²от 202 916 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"7 / 24 эт., блок+утеплитель","68,3 / 29,2 / 17,7",17 190 000 руб.251 684 руб./м²от 204 103 руб./мес.,
7.04,3-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"7 / 24 эт., блок+утеплитель","91,5 / 45,4 / 19,6",21 990 000 руб.240 328 руб./м²от 261 096 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"23 / 24 эт., блок+утеплитель","46,1 / 17,3 / 17,4",11 890 000 руб.257 918 руб./м²от 141 174 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"16 / 24 эт., блок+утеплитель","61,8 / 26,8 / 14,6",15 890 000 руб.257 120 руб./м²от 188 668 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"1 / 24 эт., блок+утеплитель","79,3 / 36,2 / 25,7",17 490 000 руб.220 555 руб./м²от 207 665 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"13 / 24 эт., блок+утеплитель","37,2 / 11,6 / 13,7",10 490 000 руб.281 989 руб./м²от 124 552 руб./мес.,
,,,,,,,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"15 / 24 эт., блок+утеплитель","65,6 / 26,8 / 15,2",15 790 000 руб.240 701 руб./м²от 187 481 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"2 / 24 эт., блок+утеплитель","43,6 / 16,3 / 18,4",9 890 000 руб.226 835 руб./м²от 117 428 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"15 / 24 эт., блок+утеплитель","36,1 / 13,5 / 11,2",9 990 000 руб.276 731 руб./м²от 118 615 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"11 / 24 эт., блок+утеплитель","37,2 / 11,6 / 13,7",10 290 000 руб.276 613 руб./м²от 122 177 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"9 / 24 эт., блок+утеплитель","36 / 11,8 / 11,7",8 890 000 руб.246 944 руб./м²от 105 554 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"9 / 24 эт., блок+утеплитель","61,8 / 26,8 / 14,6",14 690 000 руб.237 702 руб./м²от 174 420 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"8 / 24 эт., блок+утеплитель","46,1 / 17,3 / 17,4",10 390 000 руб.225 380 руб./м²от 123 364 руб./мес.,
,,,,,,,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"3 / 24 эт., блок+утеплитель","39 / 10,6 / 18,8",9 790 000 руб.251 026 руб./м²от 116 240 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"2 / 24 эт., блок+утеплитель","66,3 / 30,1 / 15,2",14 590 000 руб.220 060 руб./м²от 173 233 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"10 / 24 эт., блок+утеплитель","65,6 / 26,8 / 15,2",14 790 000 руб.225 457 руб./м²от 175 607 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"2 / 24 эт., блок+утеплитель","38,5 / 17,9 / 12",9 290 000 руб.241 299 руб./м²от 110 304 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"15 / 24 эт., блок+утеплитель","49,1 / 21,7 / 12,1",13 190 000 руб.268 635 руб./м²от 156 610 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"14 / 24 эт., блок+утеплитель","36,1 / 13,5 / 11,2",9 890 000 руб.273 961 руб./м²от 117 428 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"21 / 24 эт., блок+утеплитель","37,2 / 11,6 / 13,7",11 290 000 руб.303 495 руб./м²от 134 050 руб./мес.,
,,,,,,,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"6 / 24 эт., блок+утеплитель","68,3 / 29,2 / 17,7",17 090 000 руб.250 220 руб./м²от 202 916 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"2 / 24 эт., блок+утеплитель","60,9 / 32,3 / 13,5",14 490 000 руб.237 931 руб./м²от 172 045 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"8 / 24 эт., блок+утеплитель","38,8 / 14,3 / 12,6",10 390 000 руб.267 784 руб./м²от 123 364 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"21 / 24 эт., блок+утеплитель","38,1 / 10,6 / 14,9",11 090 000 руб.291 076 руб./м²от 131 676 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"15 / 24 эт., блок+утеплитель","74,9 / 34,5 / 20,2",17 290 000 руб.230 841 руб./м²от 205 291 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"12 / 24 эт., блок+утеплитель","36,1 / 13,5 / 11,2",9 690 000 руб.268 421 руб./м²от 115 053 руб./мес.,
7.04,3-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"3 / 24 эт., блок+утеплитель","95,4 / 52,2 / 20,7",21 590 000 руб.226 310 руб./м²от 256 346 руб./мес.,
,,,,,,,
7.04,Квартира-студия,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"12 / 24 эт., блок+утеплитель","19,6 / 9,1",7 990 000 руб.407 653 руб./м²от 94 868 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"12 / 24 эт., блок+утеплитель","65,6 / 26,8 / 15,2",15 390 000 руб.234 604 руб./м²от 182 731 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"10 / 24 эт., блок+утеплитель","65,6 / 26,8 / 15,2",14 790 000 руб.225 457 руб./м²от 175 607 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"12 / 24 эт., блок+утеплитель","36,1 / 13,5 / 11,2",9 690 000 руб.268 421 руб./м²от 115 053 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"15 / 24 эт., блок+утеплитель","36,1 / 13,5 / 11,2",9 990 000 руб.276 731 руб./м²от 118 615 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"12 / 24 эт., блок+утеплитель","65,6 / 26,8 / 15,2",15 390 000 руб.234 604 руб./м²от 182 731 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"15 / 24 эт., блок+утеплитель","37,2 / 11,6 / 13,7",10 690 000 руб.287 366 руб./м²от 126 926 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"2 / 24 эт., блок+утеплитель","71,5 / 34,1 / 18,4",16 290 000 руб.227 832 руб./м²от 193 417 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"2 / 24 эт., блок+утеплитель","60,9 / 32,3 / 13,5",14 490 000 руб.237 931 руб./м²от 172 045 руб./мес.,
,,,,,,,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"15 / 24 эт., блок+утеплитель","61,8 / 26,8 / 14,6",15 890 000 руб.257 120 руб./м²от 188 668 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"11 / 24 эт., блок+утеплитель","74,9 / 34,5 / 20,2",16 890 000 руб.225 501 руб./м²от 200 541 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"12 / 24 эт., блок+утеплитель","37,8 / 15,4 / 10,8",9 790 000 руб.258 995 руб./м²от 116 240 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"15 / 24 эт., блок+утеплитель","44,5 / 11,1 / 16",11 290 000 руб.253 708 руб./м²от 134 050 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"8 / 24 эт., блок+утеплитель","61,8 / 26,8 / 14,6",14 390 000 руб.232 848 руб./м²от 170 858 руб./мес.,
7.04,2-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"13 / 24 эт., блок+утеплитель","71,4 / 33,4 / 19,1",17 990 000 руб.251 961 руб./м²от 213 602 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"20 / 24 эт., блок+утеплитель","38,1 / 10,6 / 14,9",10 990 000 руб.288 451 руб./м²от 130 488 руб./мес.,
,,,,,,,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"8 / 24 эт., блок+утеплитель","36,8 / 10,5 / 12,8",9 790 000 руб.266 033 руб./м²от 116 240 руб./мес.,
7.04,3-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"7 / 24 эт., блок+утеплитель","91,5 / 45,4 / 19,6",21 990 000 руб.240 328 руб./м²от 261 096 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"22 / 24 эт., блок+утеплитель","38,1 / 10,6 / 14,9",11 190 000 руб.293 701 руб./м²от 132 863 руб./мес.,
7.04,1-комнатная квартира,Канавинский район ЖК Гранд Квартал БетанкурЖК Гранд Квартал БЕТАНКУР_МКД2,2026.0,"2 / 24 эт., блок+утеплитель","47,6 / 17,3 / 20,8",10 490 000 руб.220 378 руб./м²от 124 552 руб./мес.,
